broker_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	COMMON_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	source_name	treatment	cell type	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	SRS4617890	SAMN11406660	GSM3721239	RMS339	10090	Mus musculus	house mouse	SRP192396	SRX5676259	SRR8890590	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617890&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617890&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2242408	112120400	2019-04-14	2019-04-14
NCBI	SRS4617889	SAMN11406661	GSM3721238	RMS337	10090	Mus musculus	house mouse	SRP192396	SRX5676258	SRR8890589	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617889&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617889&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2091333	104566650	2019-04-14	2019-04-14
NCBI	SRS4617888	SAMN11406662	GSM3721237	RMS335	10090	Mus musculus	house mouse	SRP192396	SRX5676257	SRR8890588	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617888&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617888&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	792559	39627950	2019-04-14	2019-04-14
NCBI	SRS4617887	SAMN11406663	GSM3721236	RMS332	10090	Mus musculus	house mouse	SRP192396	SRX5676256	SRR8890587	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617887&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617887&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2454272	122713600	2019-04-14	2019-04-14
NCBI	SRS4617886	SAMN11406664	GSM3721235	RMS330	10090	Mus musculus	house mouse	SRP192396	SRX5676255	SRR8890577	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617886&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617886&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2416802	120840100	2019-04-14	2019-04-14
NCBI	SRS4617885	SAMN11406665	GSM3721234	RMS326	10090	Mus musculus	house mouse	SRP192396	SRX5676254	SRR8890576	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617885&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617885&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2112552	105627600	2019-04-14	2019-04-14
NCBI	SRS4617884	SAMN11406666	GSM3721233	RMS325	10090	Mus musculus	house mouse	SRP192396	SRX5676253	SRR8890575	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617884&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617884&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2305912	115295600	2019-04-14	2019-04-14
NCBI	SRS4617883	SAMN11406667	GSM3721232	RMS323	10090	Mus musculus	house mouse	SRP192396	SRX5676252	SRR8890574	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617883&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617883&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2300736	115036800	2019-04-14	2019-04-14
NCBI	SRS4617882	SAMN11406668	GSM3721231	RMS321	10090	Mus musculus	house mouse	SRP192396	SRX5676251	SRR8890573	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617882&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617882&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2163273	108163650	2019-04-14	2019-04-14
NCBI	SRS4617881	SAMN11406669	GSM3721230	RMS318	10090	Mus musculus	house mouse	SRP192396	SRX5676250	SRR8890572	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617881&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617881&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2344647	117232350	2019-04-14	2019-04-14
NCBI	SRS4617880	SAMN11406670	GSM3721229	RMS312	10090	Mus musculus	house mouse	SRP192396	SRX5676249	SRR8890571	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617880&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617880&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	858652	42932600	2019-04-14	2019-04-14
NCBI	SRS4617879	SAMN11406671	GSM3721228	RMS309	10090	Mus musculus	house mouse	SRP192396	SRX5676248	SRR8890570	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617879&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617879&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	1600887	80044350	2019-04-14	2019-04-14
NCBI	SRS4617878	SAMN11406672	GSM3721227	RMS307	10090	Mus musculus	house mouse	SRP192396	SRX5676247	SRR8890569	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617878&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617878&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2036190	101809500	2019-04-14	2019-04-14
NCBI	SRS4617877	SAMN11406673	GSM3721226	RMS302	10090	Mus musculus	house mouse	SRP192396	SRX5676246	SRR8890568	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617877&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617877&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	1600912	80045600	2019-04-14	2019-04-14
NCBI	SRS4617876	SAMN11406674	GSM3721225	RMS297	10090	Mus musculus	house mouse	SRP192396	SRX5676245	SRR8890567	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617876&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617876&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	1934328	96716400	2019-04-14	2019-04-14
NCBI	SRS4617875	SAMN11406675	GSM3721224	RMS296	10090	Mus musculus	house mouse	SRP192396	SRX5676244	SRR8890566	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617875&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617875&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2250271	112513550	2019-04-14	2019-04-14
NCBI	SRS4617874	SAMN11406676	GSM3721223	RMS295	10090	Mus musculus	house mouse	SRP192396	SRX5676243	SRR8890565	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617874&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617874&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	1849555	92477750	2019-04-14	2019-04-14
NCBI	SRS4617873	SAMN11406677	GSM3721222	RMS291	10090	Mus musculus	house mouse	SRP192396	SRX5676242	SRR8890564	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617873&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617873&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2552696	127634800	2019-04-14	2019-04-14
NCBI	SRS4617872	SAMN11406678	GSM3721221	RMS284	10090	Mus musculus	house mouse	SRP192396	SRX5676241	SRR8890563	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617872&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617872&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	432908	21645400	2019-04-14	2019-04-14
NCBI	SRS4617871	SAMN11406679	GSM3721220	RMS282	10090	Mus musculus	house mouse	SRP192396	SRX5676240	SRR8890562	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617871&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617871&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	471303	23565150	2019-04-14	2019-04-14
NCBI	SRS4617870	SAMN11406680	GSM3721219	RMS278	10090	Mus musculus	house mouse	SRP192396	SRX5676239	SRR8890561	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617870&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617870&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	1736863	86843150	2019-04-14	2019-04-14
NCBI	SRS4617869	SAMN11406681	GSM3721218	RMS276	10090	Mus musculus	house mouse	SRP192396	SRX5676238	SRR8890560	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617869&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617869&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2373677	118683850	2019-04-14	2019-04-14
NCBI	SRS4617868	SAMN11406682	GSM3721217	RMS275	10090	Mus musculus	house mouse	SRP192396	SRX5676237	SRR8890559	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617868&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617868&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2648347	132417350	2019-04-14	2019-04-14
NCBI	SRS4617867	SAMN11406683	GSM3721216	RMS271	10090	Mus musculus	house mouse	SRP192396	SRX5676236	SRR8890558	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617867&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617867&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	1863955	93197750	2019-04-14	2019-04-14
NCBI	SRS4617866	SAMN11406684	GSM3721215	RMS268	10090	Mus musculus	house mouse	SRP192396	SRX5676235	SRR8890557	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617866&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617866&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2504183	125209150	2019-04-14	2019-04-14
NCBI	SRS4617865	SAMN11406685	GSM3721214	RMS267	10090	Mus musculus	house mouse	SRP192396	SRX5676234	SRR8890556	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617865&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617865&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2579548	128977400	2019-04-14	2019-04-14
NCBI	SRS4617864	SAMN11406686	GSM3721213	RMS266	10090	Mus musculus	house mouse	SRP192396	SRX5676233	SRR8890555	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617864&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617864&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2746215	137310750	2019-04-14	2019-04-14
NCBI	SRS4617863	SAMN11406687	GSM3721212	RMS263	10090	Mus musculus	house mouse	SRP192396	SRX5676232	SRR8890554	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617863&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617863&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2230887	111544350	2019-04-14	2019-04-14
NCBI	SRS4617862	SAMN11406688	GSM3721211	RMS260	10090	Mus musculus	house mouse	SRP192396	SRX5676231	SRR8890553	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617862&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617862&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2059892	102994600	2019-04-14	2019-04-14
NCBI	SRS4617861	SAMN11406689	GSM3721210	RMS256	10090	Mus musculus	house mouse	SRP192396	SRX5676230	SRR8890552	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617861&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617861&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2166085	108304250	2019-04-14	2019-04-14
NCBI	SRS4617860	SAMN11406690	GSM3721209	RMS255	10090	Mus musculus	house mouse	SRP192396	SRX5676229	SRR8890551	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617860&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617860&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2304884	115244200	2019-04-14	2019-04-14
NCBI	SRS4617859	SAMN11406691	GSM3721208	RMS253	10090	Mus musculus	house mouse	SRP192396	SRX5676228	SRR8890550	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617859&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617859&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2969530	148476500	2019-04-14	2019-04-14
NCBI	SRS4617858	SAMN11406692	GSM3721207	RMS248	10090	Mus musculus	house mouse	SRP192396	SRX5676227	SRR8890549	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617858&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617858&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2634523	131726150	2019-04-14	2019-04-14
NCBI	SRS4617857	SAMN11406693	GSM3721206	RMS244	10090	Mus musculus	house mouse	SRP192396	SRX5676226	SRR8890548	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617857&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617857&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	1817362	90868100	2019-04-14	2019-04-14
NCBI	SRS4617856	SAMN11406694	GSM3721205	RMS241	10090	Mus musculus	house mouse	SRP192396	SRX5676225	SRR8890547	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617856&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617856&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2140613	107030650	2019-04-14	2019-04-14
NCBI	SRS4617855	SAMN11406695	GSM3721204	RMS231	10090	Mus musculus	house mouse	SRP192396	SRX5676224	SRR8890546	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617855&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617855&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	1599400	79970000	2019-04-14	2019-04-14
NCBI	SRS4617854	SAMN11406696	GSM3721203	RMS229	10090	Mus musculus	house mouse	SRP192396	SRX5676223	SRR8890545	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617854&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617854&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2014295	100714750	2019-04-14	2019-04-14
NCBI	SRS4617853	SAMN11406697	GSM3721202	RMS226	10090	Mus musculus	house mouse	SRP192396	SRX5676222	SRR8890544	SRA873539	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617853&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS4617853&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Skin	Propionibacterium acnes infection	Skin CD103+DC	2077634	103881700	2019-04-14	2019-04-14
