center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	human skin environmental package	investigation type	project name	sequencing method	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
Yale University, New Haven, United States	ERS7648170	SAMEA9969882	HD03_Visit01_Foot_Right_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648170&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648170&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648171	SAMEA9969883	HD03_Visit01_Arm_RightUpper_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648171&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648171&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648172	SAMEA9969884	HD04_Visit01_Torso_LeftFlank_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648172&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648172&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648173	SAMEA9969885	HD04_Visit01_Leg_LeftLower_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648173&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648173&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648174	SAMEA9969886	HD05_Visit01_Torso_LeftFlank_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648174&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648174&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648175	SAMEA9969887	HD05_Visit01_Leg_LeftLower_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648175&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648175&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648176	SAMEA9969888	HD05_Visit01_Foot_Right_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648176&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648176&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648177	SAMEA9969889	HD05_Visit01_Arm_RightUpper_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648177&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648177&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648178	SAMEA9969890	MF01_Visit01_Leg_Right_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648178&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648178&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648179	SAMEA9969891	MF01_Visit01_Leg_Right_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648179&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648179&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648180	SAMEA9969892	MF01_Visit03_Leg_LeftThigh_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648180&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648180&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648181	SAMEA9969893	MF01_Visit03_Leg_LeftThigh_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648181&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648181&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648182	SAMEA9969894	MF01_Visit03_Arm_LeftUpper_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648182&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648182&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648183	SAMEA9969895	MF01_Visit03_Arm_LeftUpper_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648183&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648183&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648184	SAMEA9969896	MF01_Visit03_Arm_Right_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648184&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648184&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648185	SAMEA9969897	MF01_Visit03_Arm_Right_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648185&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648185&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648186	SAMEA9969898	MF02_Visit02_Foot_LeftLower_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648186&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648186&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648187	SAMEA9969899	MF02_Visit02_Foot_LeftLower_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648187&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648187&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648188	SAMEA9969900	MF02_Visit02_Foot_LeftUpper_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648188&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648188&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648189	SAMEA9969901	MF02_Visit02_Foot_LeftUpper_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648189&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648189&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648190	SAMEA9969902	MF02_Visit02_Foot_RighLower_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648190&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648190&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648191	SAMEA9969903	MF02_Visit02_Foot_RightLower_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648191&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648191&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648192	SAMEA9969904	MF02_Visit02_Foot_RightUpper_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648192&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648192&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648193	SAMEA9969905	MF02_Visit02_Foot_RightUpper_LesionNO	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648193&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648193&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
Yale University, New Haven, United States	ERS7648194	SAMEA9969906	MF03_Visit01_Leg_RightThigh_LesionYES	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	539655	human skin metagenome	ERA6456421	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648194&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=ERS7648194&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2016-03-05	skin	skin	skin	USA	41.310726	-72.929916	human-skin	bacteria_archaea	Malignant T Cell Activation by Bacillus safensis isolated from Cutaneous T Cell Lymphoma Lesions	illumina miseq	ERC000017	2021-09-27	2021-09-27
