broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	DESCRIPTION	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	collection_date	env_biome	env_feature	env_material	geo_loc_name	lat_lon	host	run	well	SampleID	RunName	SubjectID	SkinType	BodySite	Timepoint	Group	Cage	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|e00011027	SRS2390566	SAMN07416250	106294	NA	540485	mouse skin metagenome	Sample106294	SRP113696	SRX3042789	SRR8791924	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390566&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390566&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	A11	106294	MiSeq_18	11	Control	Ear	0 weeks	Co-housed Naive	2	MIGS/MIMS/MIMARKS.host-associated	86663	25998900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390567	SAMN07416251	106295	NA	540485	mouse skin metagenome	Sample106295	SRP113696	SRX3042790	SRR8791925	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390567&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390567&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	A12	106295	MiSeq_18	12	Control	Ear	0 weeks	Co-housed Naive	2	MIGS/MIMS/MIMARKS.host-associated	86509	25952700	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390568	SAMN07416252	106296	NA	540485	mouse skin metagenome	Sample106296	SRP113696	SRX3042791	SRR8791926	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390568&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390568&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B1	106296	MiSeq_18	13	Control	Ear	0 weeks	Co-housed Naive	2	MIGS/MIMS/MIMARKS.host-associated	70866	21259800	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390570	SAMN07416253	106297	NA	540485	mouse skin metagenome	Sample106297	SRP113696	SRX3042792	SRR8791927	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390570&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390570&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B2	106297	MiSeq_18	14	Control	Ear	0 weeks	Co-housed Naive	2	MIGS/MIMS/MIMARKS.host-associated	75830	22749000	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390569	SAMN07416254	106298	NA	540485	mouse skin metagenome	Sample106298	SRP113696	SRX3042793	SRR8791928	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390569&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390569&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B3	106298	MiSeq_18	15	Lesion	Ear	0 weeks	Infected	2	MIGS/MIMS/MIMARKS.host-associated	76889	23066700	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390571	SAMN07416255	106299	NA	540485	mouse skin metagenome	Sample106299	SRP113696	SRX3042794	SRR8791929	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390571&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390571&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B4	106299	MiSeq_18	16	Non-lesion	Ear	0 weeks	Infected	2	MIGS/MIMS/MIMARKS.host-associated	83201	24960300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390572	SAMN07416256	106300	NA	540485	mouse skin metagenome	Sample106300	SRP113696	SRX3042795	SRR8791930	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390572&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390572&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B5	106300	MiSeq_18	17	Lesion	Ear	0 weeks	Infected	2	MIGS/MIMS/MIMARKS.host-associated	72704	21811200	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390573	SAMN07416257	106301	NA	540485	mouse skin metagenome	Sample106301	SRP113696	SRX3042796	SRR8791931	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390573&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390573&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B6	106301	MiSeq_18	18	Non-lesion	Ear	0 weeks	Infected	2	MIGS/MIMS/MIMARKS.host-associated	67608	20282400	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390574	SAMN07416258	106302	NA	540485	mouse skin metagenome	Sample106302	SRP113696	SRX3042797	SRR8791932	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390574&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390574&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B7	106302	MiSeq_18	19	Lesion	Ear	0 weeks	Infected	2	MIGS/MIMS/MIMARKS.host-associated	69187	20756100	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390575	SAMN07416259	106303	NA	540485	mouse skin metagenome	Sample106303	SRP113696	SRX3042798	SRR8791933	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390575&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390575&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B8	106303	MiSeq_18	20	Non-lesion	Ear	0 weeks	Infected	2	MIGS/MIMS/MIMARKS.host-associated	94311	28293300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390577	SAMN07416260	106304	NA	540485	mouse skin metagenome	Sample106304	SRP113696	SRX3042799	SRR8791934	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390577&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390577&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B9	106304	MiSeq_18	21	Control	Ear	0 weeks	Co-housed Naive	3	MIGS/MIMS/MIMARKS.host-associated	91811	27543300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390576	SAMN07416261	106305	NA	540485	mouse skin metagenome	Sample106305	SRP113696	SRX3042800	SRR8791935	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390576&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390576&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B10	106305	MiSeq_18	22	Control	Ear	0 weeks	Co-housed Naive	3	MIGS/MIMS/MIMARKS.host-associated	78531	23559300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390578	SAMN07416262	106306	NA	540485	mouse skin metagenome	Sample106306	SRP113696	SRX3042801	SRR8791936	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390578&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390578&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B11	106306	MiSeq_18	23	Control	Ear	0 weeks	Co-housed Naive	3	MIGS/MIMS/MIMARKS.host-associated	166088	49826400	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390579	SAMN07416263	106307	NA	540485	mouse skin metagenome	Sample106307	SRP113696	SRX3042802	SRR8791937	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390579&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390579&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	B12	106307	MiSeq_18	24	Control	Ear	0 weeks	Co-housed Naive	3	MIGS/MIMS/MIMARKS.host-associated	166331	49899300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390580	SAMN07416264	106308	NA	540485	mouse skin metagenome	Sample106308	SRP113696	SRX3042803	SRR8791938	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390580&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390580&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C1	106308	MiSeq_18	25	Lesion	Ear	0 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	69228	20768400	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390581	SAMN07416265	106309	NA	540485	mouse skin metagenome	Sample106309	SRP113696	SRX3042804	SRR8791939	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390581&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390581&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C2	106309	MiSeq_18	26	Non-lesion	Ear	0 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	65394	19618200	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390582	SAMN07416266	106310	NA	540485	mouse skin metagenome	Sample106310	SRP113696	SRX3042805	SRR8791940	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390582&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390582&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C3	106310	MiSeq_18	27	Lesion	Ear	0 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	98721	29616300	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390583	SAMN07416267	106311	NA	540485	mouse skin metagenome	Sample106311	SRP113696	SRX3042806	SRR8791941	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390583&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390583&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C4	106311	MiSeq_18	28	Non-lesion	Ear	0 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	65926	19777800	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390584	SAMN07416268	106312	NA	540485	mouse skin metagenome	Sample106312	SRP113696	SRX3042807	SRR8791942	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390584&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390584&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C5	106312	MiSeq_18	29	Lesion	Ear	0 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	67357	20207100	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390585	SAMN07416269	106313	NA	540485	mouse skin metagenome	Sample106313	SRP113696	SRX3042808	SRR8791943	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390585&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390585&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C6	106313	MiSeq_18	30	Non-lesion	Ear	0 weeks	Infected	3	MIGS/MIMS/MIMARKS.host-associated	67266	20179800	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390586	SAMN07416270	106314	NA	540485	mouse skin metagenome	Sample106314	SRP113696	SRX3042809	SRR8791944	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390586&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390586&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C7	106314	MiSeq_18	31	Control	Ear	0 weeks	Co-housed Naive	4	MIGS/MIMS/MIMARKS.host-associated	65739	19721700	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390587	SAMN07416271	106315	NA	540485	mouse skin metagenome	Sample106315	SRP113696	SRX3042810	SRR8791945	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390587&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390587&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C8	106315	MiSeq_18	32	Control	Ear	0 weeks	Co-housed Naive	4	MIGS/MIMS/MIMARKS.host-associated	71737	21521100	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390588	SAMN07416272	106316	NA	540485	mouse skin metagenome	Sample106316	SRP113696	SRX3042811	SRR8791946	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390588&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390588&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C9	106316	MiSeq_18	33	Control	Ear	0 weeks	Co-housed Naive	4	MIGS/MIMS/MIMARKS.host-associated	66927	20078100	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390589	SAMN07416273	106317	NA	540485	mouse skin metagenome	Sample106317	SRP113696	SRX3042812	SRR8791947	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390589&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390589&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C10	106317	MiSeq_18	34	Control	Ear	0 weeks	Co-housed Naive	4	MIGS/MIMS/MIMARKS.host-associated	108222	32466600	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390590	SAMN07416274	106318	NA	540485	mouse skin metagenome	Sample106318	SRP113696	SRX3042813	SRR8791948	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390590&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390590&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C11	106318	MiSeq_18	35	Lesion	Ear	0 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	59293	17787900	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390591	SAMN07416275	106319	NA	540485	mouse skin metagenome	Sample106319	SRP113696	SRX3042814	SRR8791949	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390591&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390591&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	C12	106319	MiSeq_18	36	Non-lesion	Ear	0 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	83512	25053600	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390592	SAMN07416276	106320	NA	540485	mouse skin metagenome	Sample106320	SRP113696	SRX3042815	SRR8791950	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390592&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390592&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	D1	106320	MiSeq_18	37	Lesion	Ear	0 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	58276	17482800	2017-07-28	2017-07-28
NCBI	pda|e00011027	SRS2390593	SAMN07416277	106321	NA	540485	mouse skin metagenome	Sample106321	SRP113696	SRX3042816	SRR8791951	SRA276253	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390593&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS2390593&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	2014-03-05	NA	NA	NA	NA	NA	Mouse	MiSeq_18	D2	106321	MiSeq_18	38	Non-lesion	Ear	0 weeks	Infected	4	MIGS/MIMS/MIMARKS.host-associated	18536	5560800	2017-07-28	2017-07-28
