broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	sample_identifier	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|jordanr	SRS5814666	SAMN13546882	100-2-S	100-2-Skin	539655	human skin metagenome	SRP237383	SRX7355316	SRR10678607	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814666&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814666&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-2-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	90436	54442472	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814662	SAMN13546883	100-3-A	100-3-Air	539655	human skin metagenome	SRP237383	SRX7355327	SRR10678596	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814662&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814662&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-3-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	80336	48362272	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814674	SAMN13546884	100-3-C	100-3-Crib	539655	human skin metagenome	SRP237383	SRX7355338	SRR10678585	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814674&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814674&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-3-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	103045	62033090	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814684	SAMN13546885	100-3-S	100-3-Skin	539655	human skin metagenome	SRP237383	SRX7355349	SRR10678574	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814684&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814684&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-3-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	91138	54865076	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814697	SAMN13546886	100-4-A	100-4-Air	539655	human skin metagenome	SRP237383	SRX7355360	SRR10678563	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814697&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814697&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-4-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	5853	3523506	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814706	SAMN13546887	100-4-C	100-4-Crib	539655	human skin metagenome	SRP237383	SRX7355371	SRR10678552	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814706&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814706&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-4-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	60947	36690094	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814723	SAMN13546888	100-4-S	100-4-Skin	539655	human skin metagenome	SRP237383	SRX7355382	SRR10678541	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814723&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814723&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-4-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	78429	47214258	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814730	SAMN13546889	100-5-A	100-5-Air	539655	human skin metagenome	SRP237383	SRX7355393	SRR10678530	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814730&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814730&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-5-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	71532	43062264	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814743	SAMN13546890	100-5-C	100-5-Crib	539655	human skin metagenome	SRP237383	SRX7355404	SRR10678519	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814743&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814743&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-5-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	84992	51165184	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814752	SAMN13546891	100-5-S	100-5-Skin	539655	human skin metagenome	SRP237383	SRX7355415	SRR10678508	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814752&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814752&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-5-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	92647	55773494	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814764	SAMN13546892	100-6-A	100-6-Air	539655	human skin metagenome	SRP237383	SRX7355427	SRR10678496	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814764&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814764&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-6-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	35347	21278894	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814775	SAMN13546893	100-6-C	100-6-Crib	539655	human skin metagenome	SRP237383	SRX7355438	SRR10678485	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814775&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814775&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-6-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	93190	56100380	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814785	SAMN13546894	100-6-S	100-6-Skin	539655	human skin metagenome	SRP237383	SRX7355449	SRR10678474	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814785&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814785&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-6-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	98035	59017070	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814798	SAMN13546895	100-7-A	100-7-Air	539655	human skin metagenome	SRP237383	SRX7355460	SRR10678463	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814798&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814798&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-7-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	75440	45414880	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814807	SAMN13546896	100-7-C	100-7-Crib	539655	human skin metagenome	SRP237383	SRX7355471	SRR10678452	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814807&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814807&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-7-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	112864	67944128	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814818	SAMN13546897	100-7-S	100-7-Skin	539655	human skin metagenome	SRP237383	SRX7355482	SRR10678441	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814818&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814818&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-7-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	66207	39856614	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814832	SAMN13546898	100-8-A	100-8-Air	539655	human skin metagenome	SRP237383	SRX7355493	SRR10678430	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814832&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814832&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-8-A	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	67957	40910114	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814841	SAMN13546899	100-8-C	100-8-Crib	539655	human skin metagenome	SRP237383	SRX7355504	SRR10678419	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814841&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814841&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-8-C	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	120033	72259866	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814857	SAMN13546900	100-8-S	100-8-Skin	539655	human skin metagenome	SRP237383	SRX7355515	SRR10678408	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814857&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814857&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	100-8-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	82558	49699916	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814862	SAMN13546901	75-4-S	75-4-Skin	539655	human skin metagenome	SRP237383	SRX7355526	SRR10678397	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814862&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814862&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	75-4-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	240345	144687690	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814873	SAMN13546902	76-2-S	76-2-Skin	539655	human skin metagenome	SRP237383	SRX7355538	SRR10678385	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814873&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814873&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	76-2-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	72028	43360856	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814886	SAMN13546903	76-3-S	76-3-Skin	539655	human skin metagenome	SRP237383	SRX7355549	SRR10678374	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814886&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814886&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	76-3-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	298267	179556734	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814897	SAMN13546904	76-4-S	76-4-Skin	539655	human skin metagenome	SRP237383	SRX7355560	SRR10678363	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814897&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814897&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	76-4-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	289385	174209770	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814900	SAMN13546905	76-5-S	76-5-Skin	539655	human skin metagenome	SRP237383	SRX7355563	SRR10678360	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814900&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814900&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	76-5-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	258911	155864422	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814901	SAMN13546906	76-7-S	76-7-Skin	539655	human skin metagenome	SRP237383	SRX7355564	SRR10678359	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814901&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814901&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	76-7-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	294851	177500302	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814902	SAMN13546907	76-8-S	76-8-Skin	539655	human skin metagenome	SRP237383	SRX7355565	SRR10678358	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814902&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814902&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	76-8-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	232504	139967408	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814903	SAMN13546908	76-9-S	76-9-Skin	539655	human skin metagenome	SRP237383	SRX7355566	SRR10678357	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814903&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814903&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	76-9-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	17752	10686704	2021-01-04	2021-01-04
NCBI	pda|jordanr	SRS5814904	SAMN13546909	77-1-S	77-1-Skin	539655	human skin metagenome	SRP237383	SRX7355567	SRR10678356	SRA1011167	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814904&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5814904&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	77-1-S	not applicable	human-associated habitat [ENVO:00009003]	human skin [MVC:0000460]	not applicable	USA:Florida,Gainesville	Homo sapiens	not applicable	MIGS/MIMS/MIMARKS.human-skin	1	602	2021-01-04	2021-01-04
