	project_id	queried_accession_id	id	source	pmid	pmcid	fullTextIdList	doi	title	authorString	journal_issue	journal_volume	journalIssueId	journal_dateOfPublication	journal_monthOfPublication	journal_yearOfPublication	journal_printPublicationDate	journal_title	journal_ISOAbbreviation	journal_medlineAbbreviation	journal_NLMid	journal_ISSN	journal_ESSN	pubYear	pageInfo	abstractText	affiliation		publicationStatus	language	pubModel	pubTypeList	keywordList	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasData	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	license	hasTMAccessionNumbers	tmAccessionTypeList	dateOfCreation	firstIndexDate	fullTextReceivedDate	dateOfRevision	electronicPublicationDate	firstPublicationDate	DOI	HTML	PDF	fulltextXML	Suppl	TGZpackage
0	PRJNA668021	33153049	33153049	MED	33153049	PMC7663680	PMC7663680	10.3390/ijms21218218	Defining Metaniches in the Oral Cavity According to Their Microbial Composition and Cytokine Profile. 	Seidel CL, Gerlach RG, Wiedemann P, Weider M, Rodrian G, Hader M, Frey B, Gaipl US, Bozec A, Cieplik F, Kirschneck C, Bogdan C, Gölz L.	21.0	21	3046892	2020 Nov	11	2020	01/11/2020	International journal of molecular sciences	Int J Mol Sci	Int J Mol Sci	101092791	1422-0067	1422-0067	2020	E8218	"The human oral microbiota consists of over 700 widespread taxa colonizing the oral cavity in several anatomically diverse oral niches. Lately, sequencing of the 16S rRNA genes has become an acknowledged, culture-independent method to characterize the oral microbiota. However, only a small amount of data are available concerning microbial differences between oral niches in periodontal health and disease. In the context of periodontitis, the cytokine expression in the gingival crevicular fluid has been studied in detail, whereas little is known about the cytokine profile in hard and soft tissue biofilms. In order to characterize oral niches in periodontal health, the oral microbiota and cytokine pattern were analyzed at seven different sites (plaque (P), gingival crevicular fluid (GCF), saliva (S), tongue (T), hard palate (HP), cheek (C) and sublingual area (U)) of 20 young adults using next-generation sequencing and multiplex immunoassays. Site-specific microbial compositions were detected, which clustered into three distinct metaniches (""P-GCF"", ""S-T-HP"" and ""C-U"") and were associated with niche-/metaniche-specific cytokine profiles. Our findings allow the definition of distinct metaniches according to their microbial composition, partly reflected by their cytokine profile, and provide new insights into microenvironmental similarities between anatomical diverse oral niches."	Department of Orthodontics and Orofacial Orthopedics, Universitätsklinikum Erlangen and Friedrich-Alexander Universität (FAU) Erlangen-Nürnberg, Glückstr. 11, 91054 Erlangen, Germany.	Germany	epublish	eng	Electronic	"IM;research-article;Journal Article"		Y	Y	N	Y	N	Y	10	Y	Y	Y	N	Y	cc by	Y	bioproject	06/11/2020	07/11/2020	16/11/2020	11/03/2021	03/11/2020	03/11/2020	https://doi.org/10.3390/ijms21218218	https://europepmc.org/articles/PMC7663680	https://europepmc.org/articles/PMC7663680?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7663680/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7663680/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/07/71/PMC7663680.tar.gz
0	PRJNA564314	37332502	37332502	MED	37332502	PMC10117742	PMC10117742	10.1093/femsmc/xtac002	A ribosomal operon database and MegaBLAST settings for strain-level resolution of microbiomes.	Kerkhof LJ, Roth PA, Deshpande SV, Bernhards RC, Liem AT, Hill JM, Häggblom MM, Webster NS, Ibironke O, Mirzoyan S, Polashock JJ, Sullivan RF.		3	3331483	2022	0	2022	01/01/2022	FEMS microbes	FEMS Microbes	FEMS Microbes	9,91823E+15	2633-6685	2633-6685	2022	xtac002	Current methods to characterize microbial communities generally employ sequencing of the 16S rRNA gene (<500 bp) with high accuracy (∼99%) but limited phylogenetic resolution. However, long-read sequencing now allows for the profiling of near-full-length ribosomal operons (16S-ITS-23S rRNA genes) on platforms such as the Oxford Nanopore MinION. Here, we describe an rRNA operon database with >300 ,000 entries, representing >10 ,000 prokaryotic species and ∼ 150, 000 strains. Additionally, BLAST parameters were identified for strain-level resolution using <i>in silico</i> mutated, mock rRNA operon sequences (70-95% identity) from four bacterial phyla and two members of the Euryarchaeota, mimicking MinION reads. MegaBLAST settings were determined that required <3 s per read on a Mac Mini with strain-level resolution for sequences with >84% identity. These settings were tested on rRNA operon libraries from the human respiratory tract, farm/forest soils and marine sponges ( <i>n</i> = 1, 322, 818 reads for all sample sets). Most rRNA operon reads in this data set yielded best BLAST hits (95 ± 8%). However, only 38-82% of library reads were compatible with strain-level resolution, reflecting the dominance of human/biomedical-associated prokaryotic entries in the database. Since the MinION and the Mac Mini are both portable, this study demonstrates the possibility of rapid strain-level microbiome analysis in the field.	Department of Marine and Coastal Sciences, Rutgers, The State University of New Jersey, New Brunswick, NJ 08901-8521, USA.	USA	epublish	eng	Electronic-eCollection	"research-article;Journal Article"	"Minion Sequencing;Megablast Screening;Portable Sequence Analysis;Ribosomal Rna Operon Profiling;Rrna Operon Database;Strain-Level Microbiome Analysis"	N	Y	N	Y	N	Y	0	Y	Y	Y	N	Y		Y	bioproject	19/06/2023	20/06/2023	19/06/2023	20/06/2023	27/01/2022	27/01/2022	https://doi.org/10.1093/femsmc/xtac002	https://europepmc.org/articles/PMC10117742	https://europepmc.org/articles/PMC10117742?pdf=render			
1	PRJNA564314	32298431	32298431	MED	32298431	PMC7162353	PMC7162353	10.1093/gigascience/giaa038	Species-level evaluation of the human respiratory microbiome. 	Ibironke O, McGuinness LR, Lu SE, Wang Y, Hussain S, Weisel CP, Kerkhof LJ.	4.0	9	2928360	2020 Apr	4	2020	01/04/2020	GigaScience	Gigascience	Gigascience	101596872	2047-217X	2047-217X	2020	giaa038	"Changes to human respiratory tract microbiome may contribute significantly to the progression of respiratory diseases. However, there are few studies examining the relative abundance of microbial communities at the species level along the human respiratory tract. Bronchoalveolar lavage, throat swab, mouth rinse, and nasal swab samples were collected from 5 participants. Bacterial ribosomal operons were sequenced using the Oxford Nanopore MinION to determine the relative abundance of bacterial species in 4 compartments along the respiratory tract. More than 1.8 million raw operon reads were obtained from the participants with ∼600,000 rRNA reads passing quality assurance/quality control (70-95% identify; >1,200 bp alignment) by Discontiguous MegaBLAST against the EZ BioCloud 16S rRNA gene database. Nearly 3,600 bacterial species were detected overall (>750 bacterial species within the 5 dominant phyla: Firmicutes, Proteobacteria, Actinobacteria, Bacteroidetes, and Fusobacteria. The relative abundance of bacterial species along the respiratory tract indicated that most microbes (95%) were being passively transported from outside into the lung. However, a small percentage (<5%) of bacterial species were at higher abundance within the lavage samples. The most abundant lung-enriched bacterial species were Veillonella dispar and Veillonella atypica while the most abundant mouth-associated bacterial species were Streptococcus infantis and Streptococcus mitis. Most bacteria detected in lower respiratory samples do not seem to colonize the lung. However, >100 bacterial species were found to be enriched in bronchoalveolar lavage samples (compared to mouth/nose) and may play a substantial role in lung health."	Environmental and Occupational Health Sciences Institute, School of Public Health, Rutgers-the State University of New Jersey, 170 Frelinghuysen Road, Piscataway, NJ, USA 08854, NJ, USA.	USA	ppublish	eng	Print	"IM;Research Support, Non-U.S. Gov't;research-article;Journal Article;Research Support, N.I.H., Extramural"		Y	Y	N	Y	N	Y	12	Y	Y	Y	N	Y	cc by	Y	"bioproject;doi"	17/04/2020	17/04/2020	10/07/2020	11/06/2021		01/04/2020	https://doi.org/10.1093/gigascience/giaa038	https://europepmc.org/articles/PMC7162353	https://europepmc.org/articles/PMC7162353?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7162353/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7162353/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/ed/1f/PMC7162353.tar.gz
0	PRJNA937708	36979663	36979663	MED	36979663	PMC10045008	PMC10045008	10.3390/biomedicines11030684	Facial Skin Microbiome: Aging-Related Changes and Exploratory Functional Associations with Host Genetic Factors, a Pilot Study.	Russo E, Di Gloria L, Cerboneschi M, Smeazzetto S, Baruzzi GP, Romano F, Ramazzotti M, Amedei A.	3.0	11	3531799	2023 Feb	2	2023	01/02/2023	Biomedicines	Biomedicines	Biomedicines	101691304	2227-9059	2227-9059	2023	684	"In this exploratory study, we investigate the variation in the facial skin microbiome architecture through aging and their functional association with host genetic factors in a cohort of healthy women, living in the same area and without cutaneous diseases. Notably, facial skin microbiota (SM) samples were collected from a cohort of 15 healthy Caucasian females, firstly divided into three age groups (younger women aged 20-35 years old; middle aged women of 36-52 years old; and older women aged 53-68 years old). Then, the recruited cohort was divided into two groups based on their facial hydration level (dry and normal skin). The facial SM revealed a different composition in the three analyzed aging groups and between normal and dry skins. The middle-aged women also revealed functional variations associated with collagen biosynthesis and oxidative stress damage repair. Otherwise, the association between selected host SNPs (single nucleotide polymorphisms) and the facial SM profile showed significant associations, suggesting a negative correlation with collagen metabolism and ROS damage protection. Finally, the composition and functionality of the facial SM seemed to affect the aging process through the two aging-correlated pathways of host ROS damage repair and collagen metabolism. Our exploratory data could be useful for future studies characterizing the structure, function, and dynamics of the SM in the aging process to design personalized therapeutic agents focusing on potential genomic targets, microbes, and their metabolites."	Department of Experimental and Clinical Medicine, University of Florence, 50134 Florence, Italy.	Italy	epublish	eng	Electronic	"research-article;Journal Article"	"Collagen;Aging;ROS;Microbiota;SKin;Single Nucleotide Polymorphisms;Genetic Variants"	Y	Y	N	Y	N	Y	1	Y	Y	Y	Y	N	cc by	Y	"geo;refsnp"	29/03/2023	30/03/2023	30/03/2023	31/03/2023	23/02/2023	23/02/2023	https://doi.org/10.3390/biomedicines11030684	https://europepmc.org/articles/PMC10045008	https://europepmc.org/articles/PMC10045008?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10045008/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10045008/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/45/08/PMC10045008.tar.gz
0	PRJEB61671	36087369	36087369	MED	36087369			10.1016/j.forsciint.2022.111425	The microbiome of fly organs and fly-human microbial transfer during decomposition.	Deel HL, Montoya S, King K, Emmons AL, Huhn C, Lynne AM, Metcalf JL, Bucheli SR.		340	3437890	2022 Nov	11	2022	01/11/2022	Forensic science international	Forensic Sci Int	Forensic Sci Int	7902034	0379-0738	1872-6283	2022	111425	During decomposition, flies interact with the remains to lay eggs and acquire nutrients, and in the process, they bring their microbes with them. While it is known that flies have their own unique core microbiome, it is not known if flies associated with human cadavers have a different core microbiome. Differences in the fly microbiome may influence the types of microbes transmitted from the flies to the cadaver, therefore potentially affecting assembly of the human decomposer microbiome. The first purpose of this study was to characterize the microbiome of flies associated with human cadavers by fly organ and season. This is because fly interactions with cadavers vary by season, and because it is likely that external fly organs [i.e., the labellum and tarsi] make more direct contact and are likely involved in increased mechanical transmission with the cadaver than internal organs such as the oocyte. The second purpose of this study was to determine if the fly microbes contribute to the human decomposer microbiome. To accomplish these aims, 10 human cadavers were placed outdoors across three seasons and allowed to decompose. A total of 40 flies that landed on the cadaver were collected and dissected by the labellum, tarsi, and oocyte. In addition to fly collections, samples from the cadavers were collected using a sterile swab at sites including the cheek of the face, inner cheek, bicep, torso, and anus. Overall, it was shown that flies associated with human cadavers have a similar microbiome to flies from previous studies that were not associated with human cadavers. However, there are differences in the microbiome between seasons and fly parts. We also show evidence that flies act as a microbial source to the human decomposer microbiome, which is important for understanding the ecological mechanisms of human cadaver microbial community assembly.	"Program in Cell & Molecular Biology, Colorado State University, Fort Collins, CO 80523, USA; Department of Animal Sciences, Colorado State University, Fort Collins, CO 80523, USA."	USA	ppublish	eng	Print-Electronic	Journal Article	"Forensic entomology;Calliphoridae;Flies;Microbiome;Carrion Ecology;Forensic Taphonomy"	N	N	N	N	N	N	1	Y	N	Y	Y	Y		N		10/09/2022	12/09/2022		12/10/2022	18/08/2022	18/08/2022	https://doi.org/10.1016/j.forsciint.2022.111425					
0	PRJNA330897	28328799	28328799	MED	28328799	PMC5371436	PMC5371436	10.1097/md.0000000000005821	Oral microbiome in HIV-associated periodontitis.	Noguera-Julian M, Guillén Y, Peterson J, Reznik D, Harris EV, Joseph SJ, Rivera J, Kannanganat S, Amara R, Nguyen ML, Mutembo S, Paredes R, Read TD, Marconi VC.	12.0	96	2539128	2017 Mar	3	2017	01/03/2017	Medicine	Medicine (Baltimore)	Medicine (Baltimore)	2985248R	0304-5412	1536-5964	2017	e5821	HIV-associated periodontal diseases (PD) could serve as a source of chronic inflammation. Here, we sought to characterize the oral microbial signatures of HIV+ and HIV- individuals at different levels of PD severity.This cross-sectional study included both HIV+ and HIV- patients with varying degrees of PD. Two tooth, 2 cheek, and 1 saliva samples were obtained for microbiome analysis. Mothur/SILVADB were used to classify sequences. R/Bioconductor (Vegan, PhyloSeq, and DESeq2) was employed to assess overall microbiome structure differences and differential abundance of bacterial genera between groups. Polychromatic flow cytometry was used to assess immune activation in CD4 and CD8 cell populations.Around 250 cheek, tooth, and saliva samples from 50 participants (40 HIV+ and 10 HIV-) were included. Severity of PD was classified clinically as None/Mild (N), Moderate (M), and Severe (S) with 18 (36%), 16 (32%), and 16 (32%) participants in each category, respectively. Globally, ordination analysis demonstrated clustering by anatomic site (R2 = 0.25, P < 0.001). HIV status and PD severity showed a statistically significant impact on microbiome composition but only accounted for a combined 2% of variation. HIV+ samples were enriched in genera Abiotrophia, Neisseria, Kingella, and unclassified Neisseriaceae and depleted in Leptotrichia and Selenomonas. The Neisseria genus was consistently enriched in HIV+ participants regardless of sampling site and PD level. Immune markers were altered in HIV+ participants but did not show association with the oral microbiome.HIV-associated changes in oral microbiome result in subtle microbial signatures along different stages of PD that are common in independent oral anatomic sites.	IrsiCaixa AIDS Research Institute, Badalona University Autònoma de Barcelona, Bellaterra University de Vic-University Central de Catalunya, Vic, Catalonia, Spain Division of Infectious Diseases, Emory University School of Medicine Infectious Diseases Program, Grady Health System Department of Biology, Emory University, O. Wayne Rollins Research Center Department of Global Health, Emory University Rollins School of Public Health, Atlanta, GA Ministry of Health, Zambia Unitat VIH, Hosp. University Germans Trias i Pujol, Badalona, Catalonia, Spain.	Spain, Zambia, USA	ppublish	eng	Print	"research-article;Journal Article;Observational Study"		Y	Y	N	Y	N	Y	30	Y	Y	Y	N	Y	cc by-nc	Y	gen	23/03/2017	23/03/2017	10/07/2020	09/01/2021		01/03/2017	https://doi.org/10.1097/MD.0000000000005821	https://europepmc.org/articles/PMC5371436	https://europepmc.org/articles/PMC5371436?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5371436/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5371436/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/a1/f8/PMC5371436.tar.gz
0	PRJNA760965	34804060	34804060	MED	34804060	PMC8601392	PMC8601392	10.3389/fimmu.2021.769775	Dynamic Interaction Between Mucosal Immunity and Microbiota Drives Nose and Pharynx Homeostasis of Common Carp (<i>Cyprinus carpio</i>) After SVCV Infection.	Wu ZB, Meng KF, Ding LG, Wu S, Han GK, Zhai X, Sun RH, Yu YY, Ji W, Xu Z.		12	3117597	2021	0	2021	01/01/2021	Frontiers in immunology	Front Immunol	Front Immunol	101560960	1664-3224	1664-3224	2021	769775	The crosstalk between the immune system and microbiota drives an amazingly complex mutualistic symbiosis. In mammals, the upper respiratory tract acts as a gateway for pathogen invasion, and the dynamic interaction between microbiota and mucosal immunity on its surface can effectively prevent disease development. However, the relationship between virus-mediated mucosal immune responses and microbes in lower vertebrates remains uncharacterized. In this study, we successfully constructed an infection model by intraperitoneally injecting common carp (<i>Cyprinus carpio</i>) with spring viremia of carp virus (SVCV). In addition to the detection of the SVCV in the nose and pharynx of common carp, we also identified obvious histopathological changes following viral infection. Moreover, numerous immune-related genes were significantly upregulated in the nose and pharynx at the peak of SVCV infection, after which the expression levels decreased to levels similar to those of the control group. Transcriptome sequencing results revealed that pathways associated with bacterial infection in the Toll-like receptor pathway and the Nod-like receptor pathway were activated in addition to the virus-related Rig-I-like receptor pathway after SVCV infection, suggesting that viral infection may be followed by opportunistic bacterial infection in these mucosal tissues. Using 16S rRNA gene sequencing, we further identified an upward trend in pathogenic bacteria on the mucosal surface of the nose and pharynx 4 days after SVCV infection, after which these tissues eventually reached new homeostasis. Taken together, our results suggest that the dynamic interaction between mucosal immunity and microbiota promotes the host to a new ecological state.	Department of Aquatic Animal Medicine, College of Fisheries, Huazhong Agricultural University, Wuhan, China.	China	epublish	eng	Electronic-eCollection	"Research Support, Non-U.S. Gov't;research-article;Journal Article"	"Nose;Common carp;Microbiota;Mucosal immunity;pharynx;Spring Viremia Of Carp Virus (Svcv)"	Y	Y	N	Y	N	Y	4	Y	Y	Y	N	Y	cc by	Y	bioproject	22/11/2021	30/11/2021	20/11/2021	14/02/2022	04/11/2021	04/11/2021	https://doi.org/10.3389/fimmu.2021.769775	https://europepmc.org/articles/PMC8601392	https://europepmc.org/articles/PMC8601392?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8601392/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8601392/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/bd/32/PMC8601392.tar.gz
0	PRJNA712488	35606841	35606841	MED	35606841	PMC9128078	PMC9128078	10.1186/s42523-022-00187-8	Microbiome differences between wild and aquarium whitespotted eagle rays (Aetobatus narinari).	Clavere-Graciette AG, McWhirt ME, Hoopes LA, Bassos-Hull K, Wilkinson KA, Stewart FJ, Pratte ZA.	1.0	4	3355697	2022 May	5	2022	01/05/2022	Animal microbiome	Anim Microbiome	Anim Microbiome	101759457	2524-4671	2524-4671	2022	34	<h4>Background</h4>Animal-associated microbiomes can be influenced by both host and environmental factors. Comparing wild animals to those in zoos or aquariums can help disentangle the effects of host versus environmental factors, while also testing whether managed conditions foster a 'natural' host microbiome. Focusing on an endangered elasmobranch species-the whitespotted eagle ray Aetobatus narinari-we compared the skin, gill, and cloaca microbiomes of wild individuals to those at Georgia Aquarium. Whitespotted eagle ray microbiomes from Georgia Aquarium were also compared to those of cownose rays (Rhinoptera bonasus) in the same exhibit, allowing us to explore the effect of host identity on the ray microbiome.<h4>Results</h4>Long-term veterinary monitoring indicated that the rays in managed care did not have a history of disease and maintained health parameters consistent with those of wild individuals, with one exception. Aquarium whitespotted eagle rays were regularly treated to control parasite loads, but the effects on animal health were subclinical. Microbiome α- and β-diversity differed between wild versus aquarium whitespotted eagle rays at all body sites, with α-diversity significantly higher in wild individuals. β-diversity differences in wild versus aquarium whitespotted eagle rays were greater for skin and gill microbiomes compared to those of the cloaca. At each body site, we also detected microbial taxa shared between wild and aquarium eagle rays. Additionally, the cloaca, skin, and gill microbiomes of aquarium eagle rays differed from those of cownose rays in the same exhibit. Potentially pathogenic bacteria were at low abundance in all wild and aquarium rays.<h4>Conclusion</h4>For whitespotted eagle rays, managed care was associated with a microbiome differing significantly from that of wild individuals. These differences were not absolute, as the microbiome of aquarium rays shared members with that of wild counterparts and was distinct from that of a cohabitating ray species. Eagle rays under managed care appear healthy, suggesting that their microbiomes are not associated with compromised host health. However, the ray microbiome is dynamic, differing with both environmental factors and host identity. Monitoring of aquarium ray microbiomes over time may identify taxonomic patterns that co-vary with host health.	School of Biological Sciences, Georgia Institute of Technology, Atlanta, GA, USA.	USA	epublish	eng	Electronic	"research-article;Journal Article"	"FISH;Microbial community;Elasmobranch;Host-associated;Aquarium;Host Health"	Y	Y	N	Y	N	Y	1	Y	Y	Y	N	Y	cc by	Y	"bioproject;gen"	23/05/2022	24/05/2022	27/05/2022	16/07/2022	23/05/2022	23/05/2022	https://doi.org/10.1186/s42523-022-00187-8	https://europepmc.org/articles/PMC9128078	https://europepmc.org/articles/PMC9128078?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9128078/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9128078/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/83/2d/PMC9128078.tar.gz
0	PRJEB32716	34485860	34485860	MED	34485860	PMC8403741	PMC8403741	10.1016/j.isci.2021.102978	The nasal mutualist <i>Dolosigranulum pigrum</i> AMBR11 supports homeostasis via multiple mechanisms.	De Boeck I, Wittouck S, Martens K, Spacova I, Cauwenberghs E, Allonsius CN, Jörissen J, Wuyts S, Van Beeck W, Dillen J, Bron PA, Steelant B, Hellings PW, Vanderveken OM, Lebeer S.	9.0	24	3220100	2021 Sep	9	2021	01/09/2021	iScience	iScience	iScience	101724038	2589-0042	2589-0042	2021	102978	Comparing the nasal microbiome of healthy individuals and chronic rhinosinusitis (CRS) patients revealed <i>Dolosigranulum pigrum</i> as a species clearly associated with nasal health, although isolates obtained from healthy individuals are scarce. In this study, we explored the properties of this understudied lactic acid bacterium by integrating comparative genomics, habitat mining, cultivation, and functional characterization of interaction capacities. Mining 10.000 samples from the Earth Microbiome Project of 17 habitat types revealed that <i>Dolosigranulum</i> is mainly associated with the human nasal cavity. <i>D. pigrum</i> AMBR11 isolated from the nose of a healthy individual exerted antimicrobial activity against <i>Staphylococcus aureus</i>, decreased proinflammatory cytokine production in airway epithelial cells, and <i>Galleria mellonella</i> larvae mortality induced by this important nasal pathobiont. Furthermore, the strain protected the nasal barrier function in a mouse model using interleukin-4 as disruptive cytokine. Hence, <i>D. pigrum</i> AMBR11 is a mutualist with high potential as topical live biotherapeutic product.	Department of Bioscience Engineering, University of Antwerp, Groenenborgerlaan 171, 2020 Antwerp, Belgium.	Belgium	epublish	eng	Electronic-eCollection	"research-article;Journal Article"	"Microbiology;immunology;Microbiome"	Y	Y	N	Y	N	Y	3	Y	Y	Y	N	Y	cc by-nc-nd	Y	"bioproject;gen;refseq;nct"	06/09/2021	07/09/2021	04/09/2021	20/09/2023	13/08/2021	13/08/2021	https://doi.org/10.1016/j.isci.2021.102978	https://europepmc.org/articles/PMC8403741	https://europepmc.org/articles/PMC8403741?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8403741/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8403741/supplementaryFiles?includeInlineImage=yes	http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/d8/2b/PMC8403741.tar.gz
1	PRJEB32716	33879499	33879499	MED	33879499	PMC8546964	PMC8546964	10.1128/msystems.00056-21	Case-Control Microbiome Study of Chronic Otitis Media with Effusion in Children Points at Streptococcus salivarius as a Pathobiont-Inhibiting Species. 	Jörissen J, van den Broek MFL, De Boeck I, Van Beeck W, Wittouck S, Boudewyns A, Van de Heyning P, Topsakal V, Van Rompaey V, Wouters I, Van Heirstraeten L, Van Damme P, Malhotra-Kumar S, Theeten H, Vanderveken OM, Lebeer S.	2.0	6	3147887	2021 Apr	4	2021	01/04/2021	mSystems	mSystems	mSystems	101680636	2379-5077	2379-5077	2021	e00056-21	Chronic otitis media with effusion (OME) has been associated with a shift in microbiome composition and microbial interaction in the upper respiratory tract (URT). While most studies have focused on potential pathogens, this study aimed to find bacteria that could be protective against OME through a case-control microbiome study and characterization of isolates from healthy subjects. The URT and ear microbiome profiles of 70 chronic OME patients and 53 controls were compared by 16S rRNA amplicon sequencing. Haemophilus influenzae was the most frequent classic middle ear pathobiont. However, other taxa, especially Alloiococcus otitis, were also frequently detected in the ear canal of OME patients. Streptococci of the salivarius group and Acinetobacter lwoffii were more abundant in the nasopharynx of healthy controls than in OME patients. In addition to the microbiome analysis, 142 taxa were isolated from healthy individuals, and 79 isolates of 13 different Streptococcus species were tested for their pathobiont-inhibiting potential. Of these, Streptococcus salivarius isolates showed a superior capacity to inhibit the growth of H. influenzae, Moraxella catarrhalis, Streptococcus pneumoniae, Streptococcus pyogenes, Staphylococcus aureus, A. otitis, and Corynebacterium otitidisS. salivarius strains thus show potential as a probiotic for prevention or treatment of OME based on their overrepresentation in the healthy nasopharynx and their ability to inhibit the growth of respiratory pathobionts. (This study has been registered at ClinicalTrials.gov under registration no. NCT03109496.)IMPORTANCE The majority of probiotics marketed today target gastrointestinal health. This study searched for bacteria native to the human upper respiratory tract, with a beneficial potential for respiratory and middle ear health. Comparison of the microbiomes of children with chronic otitis media with effusion (OME) and of healthy controls identified Streptococcus salivarius as a health-associated and prevalent inhabitant of the human nasopharynx. However, beneficial potential should be assessed at strain level. Here, we also isolated specific S. salivarius strains from the healthy individuals in our study. These isolates showed a beneficial safety profile and efficacy potential to inhibit OME pathogens in vitro These properties will now have to be evaluated and confirmed in human clinical studies.	Department of Bioscience Engineering, University of Antwerp, Antwerp, Belgium.	Belgium	epublish	eng	Electronic	"research-article;Journal Article"		Y	Y	N	Y	N	N	8	Y	Y	Y	N	Y	cc by	Y	"bioproject;nct"	21/04/2021	22/04/2021	29/10/2021	28/10/2021	20/04/2021	20/04/2021	https://doi.org/10.1128/mSystems.00056-21	https://europepmc.org/articles/PMC8546964	https://europepmc.org/articles/PMC8546964?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8546964/fullTextXML		http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/c7/30/PMC8546964.tar.gz
2	PRJEB32716	28845461	28845461	MED	28845461	PMC5566788	PMC5566788	10.1128/msystems.00061-17	Large-Scale Phylogenomics of the Lactobacillus casei Group Highlights Taxonomic Inconsistencies and Reveals Novel Clade-Associated Features. 	Wuyts S, Wittouck S, De Boeck I, Allonsius CN, Pasolli E, Segata N, Lebeer S.	4.0	2	2581768	2017 Jul-Aug	0	2017	01/07/2017	mSystems	mSystems	mSystems	101680636	2379-5077	2379-5077	2017	e00061-17	Although the genotypic and phenotypic properties of the Lactobacillus casei group have been studied extensively, the taxonomic structure has been the subject of debate for a long time. Here, we performed a large-scale comparative analysis by using 183 publicly available genomes supplemented with a Lactobacillus strain isolated from the human upper respiratory tract. On the basis of this analysis, we identified inconsistencies in the taxonomy and reclassified all of the genomes according to their most closely related type strains. This led to the identification of a catalase-encoding gene in all 10 L. casei sensu stricto strains, making it the first described catalase-positive species in the Lactobacillus genus. Moreover, we found that 6 of 10 L. casei genomes contained a SecA2/SecY2 gene cluster with two putative glycosylated surface adhesin proteins. Altogether, our results highlight current inconsistencies in the taxonomy of the L. casei group and reveal new clade-associated functional features. IMPORTANCE The closely related species of the Lactobacillus casei group are extensively studied because of their applications in food fermentations and as probiotics. Our results show that many strains in this group are incorrectly classified and that reclassifying them to their most closely related species type strain improves the functional predictive power of their taxonomy. In addition, our findings may spark increased interest in the L. casei species. We find that after reclassification, only 10 genomes remain classified as L. casei. These strains show some interesting properties. First, they all appear to be catalase positive. This suggests that they have increased oxidative stress resistance. Second, we isolated an L. casei strain from the human upper respiratory tract and discovered that it and multiple other L. casei strains harbor one or even two large, glycosylated putative surface adhesins. This might inspire further exploration of this species as a potential probiotic organism.	Research Group Environmental Ecology and Applied Microbiology, Department of Bioscience Engineering, University of Antwerp, Antwerp, Belgium.	Belgium	epublish	eng	Electronic-eCollection	"research-article;Journal Article"		Y	Y	N	Y	N	N	41	Y	Y	Y	Y	Y	cc by	Y	"bioproject;gen;pfam"	29/08/2017	28/08/2017	12/07/2020	29/09/2020	22/08/2017	01/07/2017	https://doi.org/10.1128/mSystems.00061-17	https://europepmc.org/articles/PMC5566788	https://europepmc.org/articles/PMC5566788?pdf=render	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5566788/fullTextXML		http://ftp.ncbi.nlm.nih.gov/pub/pmc/oa_package/19/e8/PMC5566788.tar.gz
