	run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
10	SRR16946931	SRP346114	SAMN23151388	SRS11072114	SRX13138925	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-42		SINGLE	AMPLICON	GENOMIC	PCR	106291	44483412	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-42	HP10.extendedFrags.fastq	7268503	7c536c350d94f80c05d77c231b0ce6dc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/031/SRR16946931/SRR16946931.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/031/SRR16946931/SRR16946931.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/031/SRR16946931/SRR16946931.fastq.gz							15191316	d513b30aab80c2d72548a37ad3d09218	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/031/SRR16946931	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/031/SRR16946931	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/031/SRR16946931	bacHP10		bacHP10		2021-12-23
11	SRR16946933	SRP346114	SAMN23151480	SRS11072111	SRX13138922	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-134		SINGLE	AMPLICON	GENOMIC	PCR	92202	25978837	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-134	ITS-HP12.extendedFrags.fastq	3664625	5f86e8df1b16688d6f755ebabb1cc121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/033/SRR16946933/SRR16946933.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/033/SRR16946933/SRR16946933.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/033/SRR16946933/SRR16946933.fastq.gz							8008932	d355b6326715a07b41cd310b24cbe708	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/033/SRR16946933	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/033/SRR16946933	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/033/SRR16946933	funHP12		funHP12		2021-12-23
12	SRR16946935	SRP346114	SAMN23151478	SRS11072110	SRX13138920	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-132		SINGLE	AMPLICON	GENOMIC	PCR	52952	12431194	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-132	ITS-HP10.extendedFrags.fastq	2491348	ef804138d567af9795dab2554bc7f0ae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/035/SRR16946935/SRR16946935.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/035/SRR16946935/SRR16946935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/035/SRR16946935/SRR16946935.fastq.gz							4009371	eda021d66c412ea1ec856836799349a3	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/035/SRR16946935	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/035/SRR16946935	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/035/SRR16946935	funHP10		funHP10		2021-12-23
13	SRR16946943	SRP346114	SAMN23151471	SRS11072101	SRX13138912	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-125		SINGLE	AMPLICON	GENOMIC	PCR	69741	15056141	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-125	ITS-HP3.extendedFrags.fastq	2383490	b29c2008177e922740c0e02921e509d9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/043/SRR16946943/SRR16946943.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/043/SRR16946943/SRR16946943.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/043/SRR16946943/SRR16946943.fastq.gz							4490055	12eb0a532eed2cee6fc10932b69a7d3e	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/043/SRR16946943	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/043/SRR16946943	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/043/SRR16946943	funHP3		funHP3		2021-12-23
14	SRR16946946	SRP346114	SAMN23151468	SRS11072098	SRX13138909	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-122		SINGLE	AMPLICON	GENOMIC	PCR	89508	20665999	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-122	ITS-H38.extendedFrags.fastq	3222465	ca088f510e72273eda134c6da9dbabac	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/046/SRR16946946/SRR16946946.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/046/SRR16946946/SRR16946946.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/046/SRR16946946/SRR16946946.fastq.gz							6252502	dd7c15888edded098b9a428f1be54ba9	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/046/SRR16946946	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/046/SRR16946946	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/046/SRR16946946	funH38		funH38		2021-12-23
15	SRR16946947	SRP346114	SAMN23151467	SRS11072097	SRX13138908	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-121		SINGLE	AMPLICON	GENOMIC	PCR	88603	24133658	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-121	ITS-H37.extendedFrags.fastq	6245324	2ef3390fea8b79066c2867161b2955f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/047/SRR16946947/SRR16946947.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/047/SRR16946947/SRR16946947.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/047/SRR16946947/SRR16946947.fastq.gz							8767001	fbe4f21cf5f33426f1b83de392fd4fd3	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/047/SRR16946947	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/047/SRR16946947	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/047/SRR16946947	funH37		funH37		2021-12-23
16	SRR16946948	SRP346114	SAMN23151359	SRS11072096	SRX13138907	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-13		SINGLE	AMPLICON	GENOMIC	PCR	79828	33607074	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-13	H16.extendedFrags.fastq	5057229	c05607b14eca62048fd3a46e3c071657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/048/SRR16946948/SRR16946948.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/048/SRR16946948/SRR16946948.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/048/SRR16946948/SRR16946948.fastq.gz							11296323	be46cfb0ea068292d84e806a9e3f3a57	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/048/SRR16946948	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/048/SRR16946948	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/048/SRR16946948	bacH16		bacH16		2021-12-23
17	SRR16946949	SRP346114	SAMN23151466	SRS11072095	SRX13138906	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-120		SINGLE	AMPLICON	GENOMIC	PCR	79139	21290550	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-120	ITS-H36.extendedFrags.fastq	5558384	d9ad87437365b7240c51f882c4f4836a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/049/SRR16946949/SRR16946949.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/049/SRR16946949/SRR16946949.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/049/SRR16946949/SRR16946949.fastq.gz							7805073	38e4a27ffaeb57ba34f0f3ad46ef995a	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/049/SRR16946949	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/049/SRR16946949	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/049/SRR16946949	funH36		funH36		2021-12-23
18	SRR16946951	SRP346114	SAMN23151464	SRS11072093	SRX13138904	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-118		SINGLE	AMPLICON	GENOMIC	PCR	72184	18173948	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-118	ITS-H34.extendedFrags.fastq	3543157	0da613d58e73da31f2b1b142a5e348af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/051/SRR16946951/SRR16946951.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/051/SRR16946951/SRR16946951.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/051/SRR16946951/SRR16946951.fastq.gz							5808365	bc816a5ecdc554ffe04e773e548ebecd	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/051/SRR16946951	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/051/SRR16946951	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/051/SRR16946951	funH34		funH34		2021-12-23
19	SRR16946955	SRP346114	SAMN23151460	SRS11072089	SRX13138900	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-114		SINGLE	AMPLICON	GENOMIC	PCR	51329	10906271	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-114	ITS-H29.extendedFrags.fastq	1772262	8a37894028a613d9c1cc95e569ccbaa4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/055/SRR16946955/SRR16946955.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/055/SRR16946955/SRR16946955.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/055/SRR16946955/SRR16946955.fastq.gz							3233125	cf6e2c6bcad412af0f29ff1bd54ab8fa	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/055/SRR16946955	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/055/SRR16946955	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/055/SRR16946955	funH29		funH29		2021-12-23
20	SRR16946957	SRP346114	SAMN23151458	SRS11072086	SRX13138898	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-112		SINGLE	AMPLICON	GENOMIC	PCR	100875	21567195	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-112	ITS-H25.extendedFrags.fastq	3315849	695a0dbf82ea841ef9722d26bdcb37c9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/057/SRR16946957/SRR16946957.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/057/SRR16946957/SRR16946957.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/057/SRR16946957/SRR16946957.fastq.gz							6436948	00d6a7dd8c2efff6e55cc75d2f7582d5	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/057/SRR16946957	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/057/SRR16946957	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/057/SRR16946957	funH25		funH25		2021-12-23
21	SRR16946959	SRP346114	SAMN23151358	SRS11072085	SRX13138896	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-12		SINGLE	AMPLICON	GENOMIC	PCR	83191	34755717	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: 16S:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-12	H15.extendedFrags.fastq	5673938	a3f527ba0b9b55b3e3347c1024724dfe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/059/SRR16946959/SRR16946959.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/059/SRR16946959/SRR16946959.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/059/SRR16946959/SRR16946959.fastq.gz							11901512	cb82929b33bb28a3af6dfe6e9691ab26	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/059/SRR16946959	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/059/SRR16946959	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/059/SRR16946959	bacH15		bacH15		2021-12-23
22	SRR16946965	SRP346114	SAMN23151451	SRS11072079	SRX13138890	PRJNA780434	SRA1329116	256318	metagenome	ILLUMINA	Illumina HiSeq 2500	PKUMycology-105		SINGLE	AMPLICON	GENOMIC	PCR	71159	16759380	SUB10670632	2021-12-23	2021-12-23	Illumina HiSeq 2500 sequencing: ITS1:human nail	nail microbiome ITS and 16S	PRJNA780434	PKUMycology-105	ITS-H16.extendedFrags.fastq	2973558	77054319e1ae7fc4f207a202ed9e630b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/065/SRR16946965/SRR16946965.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR169/065/SRR16946965/SRR16946965.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/065/SRR16946965/SRR16946965.fastq.gz							5369841	91b33075bcc7315b66afda2a3caf640b	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/065/SRR16946965	fasp.sra.ebi.ac.uk:/vol1/srr/SRR169/065/SRR16946965	ftp.sra.ebi.ac.uk/vol1/srr/SRR169/065/SRR16946965	funH16		funH16		2021-12-23
