broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	library_name	collection_date	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	DESCRIPTION
NCBI	pda|conlans	SRS3665630	SAMN09715240	MET1784	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548367	SRR7688011	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665630&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665630&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1784	2011-02-16	human skin	Ra-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	4209122	1060698744	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665631	SAMN09715241	MET1785	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548368	SRR7688012-SRR7688014	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665631&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665631&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1785	2011-02-16	human skin	Vf-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	32668652	8232500304	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665633	SAMN09715242	MET1786	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548369	SRR7688015-SRR7688016	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665633&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665633&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1786	2011-02-16	human skin	Ac-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	2316958	583873416	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665632	SAMN09715243	MET1787	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548370	SRR7688017	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665632&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665632&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1787	2011-02-16	human skin	Pc-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1310707	330298164	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665634	SAMN09715244	MET1788	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548371	SRR7688018-SRR7688020	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665634&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665634&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1788	2011-02-16	human skin	Ra-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	13945226	3514196952	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665635	SAMN09715245	MET1789	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548372	SRR7688021-SRR7688022	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665635&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665635&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1789	2011-02-16	human skin	Vf-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	2699163	680189076	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665636	SAMN09715246	MET1790	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548373	SRR7688023-SRR7688026	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665636&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665636&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1790	2011-04-06	human skin	Ac-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	763671	192445092	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665637	SAMN09715247	MET1791	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548374	SRR7688027-SRR7688030	SRA757534	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665637&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665637&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1791	2011-04-06	human skin	Pc-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	4786994	1206322488	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665969	SAMN09715248	MET1792	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548706	SRR7688378-SRR7688380	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665969&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665969&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1792	2011-04-06	human skin	Ra-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	4889108	1232055216	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665970	SAMN09715249	MET1793	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548707	SRR7688381-SRR7688384	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665970&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665970&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1793	2011-04-06	human skin	Vf-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	5666353	1427920956	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665971	SAMN09715250	MET1794	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548708	SRR7688385	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665971&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665971&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1794	2011-07-19	human skin	Ac-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	16071217	4049946684	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665972	SAMN09715251	MET1795	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548709	SRR7688386-SRR7688388	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665972&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665972&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1795	2011-07-19	human skin	Pc-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	26382233	6648322716	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665973	SAMN09715252	MET1796	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548710	SRR7688389-SRR7688391	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665973&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665973&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1796	2011-07-19	human skin	Ra-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	612000	154224000	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665974	SAMN09715253	MET1797	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548711	SRR7688392-SRR7688395	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665974&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665974&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1797	2011-07-19	human skin	Vf-R	Sw	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	4875046	1228511592	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665975	SAMN09715254	MET1798	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548712	SRR7688396-SRR7688398	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665975&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665975&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1798	2012-02-29	human skin	Ac-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	21376694	5386926888	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665976	SAMN09715255	MET1799	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548713	SRR7688399-SRR7688402	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665976&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665976&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1799	2012-02-29	human skin	Ic-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	8305647	2093023044	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665978	SAMN09715256	MET1800	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548714	SRR7688403-SRR7688404	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665978&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665978&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1800	2012-02-29	human skin	Pc-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	895286	225612072	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665977	SAMN09715257	MET1801	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548715	SRR7688405-SRR7688408	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665977&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665977&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1801	2012-02-29	human skin	Ra-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	2144713	540467676	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665979	SAMN09715258	MET1802	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548716	SRR7688409-SRR7688411	SRA757694	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665979&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665979&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1802	2012-02-29	human skin	Vf-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	11999982	3023995464	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665434	SAMN09715259	MET1074	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548166	SRR7687696	SRA757488	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665434&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665434&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1074	2013-05-29	human skin	Ic-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	419631	105747012	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665435	SAMN09715260	MET1075	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548167	SRR7687697-SRR7687699	SRA757488	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665435&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665435&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1075	2013-05-29	human skin	Pc-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	3673278	925666056	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665437	SAMN09715261	MET1077	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548168	SRR7687700-SRR7687702	SRA757488	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665437&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665437&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1077	2013-05-29	human skin	Ra-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	5816283	1465703316	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665436	SAMN09715262	MET1078	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548169	SRR7687703	SRA757488	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665436&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665436&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1078	2013-05-29	human skin	Vf-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	392638	98944776	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665560	SAMN09715263	MET1715	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548297	SRR7687866-SRR7687869	SRA757529	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665560&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665560&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1715	2013-05-29	human skin	Ac-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	5128404	1292357808	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665561	SAMN09715264	MET1719	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548298	SRR7687870-SRR7687874	SRA757529	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665561&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665561&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1719	2013-05-29	human skin	Hp-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1407562	354705624	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665562	SAMN09715265	MET1721	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548299	SRR7687875-SRR7687876	SRA757529	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665562&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665562&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1721	2013-05-29	human skin	Mb-C	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1578990	397905480	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665563	SAMN09715266	MET1724	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548300	SRR7687877-SRR7687878	SRA757529	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665563&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665563&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1724	2013-05-29	human skin	Ph-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	15852621	3994860492	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665438	SAMN09715267	MET1079	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548170	SRR7687704-SRR7687706	SRA757488	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665438&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665438&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1079	2013-06-11	human skin	Ic-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	1490492	375603984	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665439	SAMN09715268	MET1080	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548171	SRR7687707-SRR7687709	SRA757488	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665439&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665439&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1080	2013-06-11	human skin	Pc-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	6498373	1637589996	2018-08-14	2018-08-14	
NCBI	pda|conlans	SRS3665440	SAMN09715269	MET1082	human skin metagenome	539655	human skin metagenome	SRP157584	SRX4548172	SRR7687710-SRR7687712	SRA757488	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665440&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3665440&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	MET1082	2013-06-11	human skin	Ra-R	Ss	USA	Homo sapiens	38.984652 N 77.094709 W	MIGS/MIMS/MIMARKS.human-skin	948011	238898772	2018-08-14	2018-08-14	
