broker_name	center_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	host	collection_date	geo_loc_name	lat_lon	replicate	BioSampleModel	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE
NCBI	pda|qiuchuangzhao	SRS5650304	SAMN13290218	1047.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142168	SRR10447741	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650304&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650304&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1047 time 1	Metagenome or environmental	18113	7799121	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650315	SAMN13290219	1047.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142179	SRR10447730	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650315&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650315&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1047 time 2	Metagenome or environmental	19384	8344380	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650324	SAMN13290220	1049.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142188	SRR10447721	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650324&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650324&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1049 time 1	Metagenome or environmental	20776	8906182	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650325	SAMN13290221	1049.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142189	SRR10447720	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650325&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650325&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1049 time 2	Metagenome or environmental	18164	7818279	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650326	SAMN13290222	1050.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142190	SRR10447719	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650326&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650326&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1050 time 1	Metagenome or environmental	21137	9062532	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650327	SAMN13290223	1050.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142191	SRR10447718	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650327&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650327&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1050 time 2	Metagenome or environmental	18949	8131305	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650328	SAMN13290224	1052.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142192	SRR10447717	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650328&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650328&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1052 time 1	Metagenome or environmental	21681	9393870	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650329	SAMN13290225	1052.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142193	SRR10447716	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650329&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650329&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1052 time 2	Metagenome or environmental	18335	7895822	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650330	SAMN13290226	1055.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142194	SRR10447715	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650330&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650330&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1055 time 1	Metagenome or environmental	19207	8201766	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650331	SAMN13290227	1055.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142195	SRR10447714	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650331&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650331&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1055 time 2	Metagenome or environmental	18612	7993557	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650333	SAMN13290228	1059.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142197	SRR10447712	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650333&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650333&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1059 time 1	Metagenome or environmental	21744	9446626	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650334	SAMN13290229	1059.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142198	SRR10447711	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650334&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650334&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1059 time 2	Metagenome or environmental	20620	8974674	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650335	SAMN13290230	1064.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142199	SRR10447710	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650335&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650335&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1064 time 1	Metagenome or environmental	21419	9236576	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650336	SAMN13290231	1064.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142200	SRR10447709	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650336&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650336&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1064 time 2	Metagenome or environmental	21830	9414667	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650337	SAMN13290232	1081.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142201	SRR10447708	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650337&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650337&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1081 time 1	Metagenome or environmental	18028	7681451	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650338	SAMN13290233	1081.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142202	SRR10447707	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650338&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650338&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1081 time 2	Metagenome or environmental	19543	8494805	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650339	SAMN13290234	1083.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142203	SRR10447706	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650339&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650339&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1083 time 1	Metagenome or environmental	20906	9092741	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650340	SAMN13290235	1083.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142204	SRR10447705	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650340&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650340&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1083 time 2	Metagenome or environmental	18365	7951385	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650341	SAMN13290236	1084.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142205	SRR10447704	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650341&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650341&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1084 time 1	Metagenome or environmental	20142	8744094	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650342	SAMN13290237	1084.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142206	SRR10447703	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650342&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650342&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1084 time 2	Metagenome or environmental	18366	7885886	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650344	SAMN13290238	1091.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142208	SRR10447701	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650344&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650344&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1091 time 1	Metagenome or environmental	18635	8043529	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650345	SAMN13290239	1091.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142209	SRR10447700	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650345&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650345&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1091 time 2	Metagenome or environmental	19820	8530597	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650346	SAMN13290240	1102.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142210	SRR10447699	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650346&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650346&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1102 time 1	Metagenome or environmental	19899	8554588	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650347	SAMN13290241	1102.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142211	SRR10447698	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650347&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650347&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1102 time 2	Metagenome or environmental	20715	8894009	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650348	SAMN13290242	1107.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142212	SRR10447697	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650348&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650348&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1107 time 1	Metagenome or environmental	21656	9479969	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650349	SAMN13290243	1107.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142213	SRR10447696	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650349&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650349&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1107 time 2	Metagenome or environmental	20830	8726711	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650350	SAMN13290244	1121.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142214	SRR10447695	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650350&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650350&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1121 time 1	Metagenome or environmental	21517	9291592	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650351	SAMN13290245	1121.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142215	SRR10447694	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650351&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650351&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1121 time 2	Metagenome or environmental	21755	9234037	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650352	SAMN13290246	1125.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142216	SRR10447693	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650352&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650352&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1125 time 1	Metagenome or environmental	19063	8248348	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650353	SAMN13290247	1125.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142217	SRR10447692	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650353&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650353&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1125 time 2	Metagenome or environmental	18036	7615386	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650355	SAMN13290248	1129.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142219	SRR10447690	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650355&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650355&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1129 time 1	Metagenome or environmental	19731	8398837	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650356	SAMN13290249	1129.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142220	SRR10447689	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650356&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650356&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1129 time 2	Metagenome or environmental	18989	8107648	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650357	SAMN13290250	1135.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142221	SRR10447688	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650357&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650357&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1135 time 1	Metagenome or environmental	19756	8427295	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650358	SAMN13290251	1135.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142222	SRR10447687	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650358&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650358&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1135 time 2	Metagenome or environmental	19326	8254938	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650359	SAMN13290252	1145.0	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142223	SRR10447686	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650359&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650359&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1145 time 1	Metagenome or environmental	20329	8530915	2020-09-15	2020-09-15
NCBI	pda|qiuchuangzhao	SRS5650360	SAMN13290253	1145.2	human skin metagenome	539655	human skin metagenome	SRP230017	SRX7142224	SRR10447685	SRA996410	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650360&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS5650360&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Homo sapiens	2016	China:Beijing	missing	1145 time 2	Metagenome or environmental	21801	9506258	2020-09-15	2020-09-15
