broker_name	PRIMARY_ID	EXTERNAL_ID	SUBMITTER_ID	TITLE	TAXON_ID	SCIENTIFIC_NAME	COMMON_NAME	ENA-STUDY	ENA-EXPERIMENT	ENA-RUN	ENA-SUBMISSION	ARRAYEXPRESS	ENA-FASTQ-FILES	ENA-SUBMITTED-FILES	source_name	tissue	cell type	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	subject status	cell subtype
NCBI	SRS3423541	SAMN09433008	GSM3192732	CD8_4	9606	Homo sapiens	human	SRP150657	SRX4223189	SRR7349866	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423541&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423541&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD8+ T cells	skin	CD8+ T cell	41891692	8378338400	2018-06-26	2018-08-30		
NCBI	SRS3423540	SAMN09433009	GSM3192731	CD8_3	9606	Homo sapiens	human	SRP150657	SRX4223188	SRR7349865	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423540&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423540&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD8+ T cells	skin	CD8+ T cell	56854182	11370836400	2018-06-26	2018-08-30		
NCBI	SRS3423539	SAMN09433010	GSM3192730	CD8_2	9606	Homo sapiens	human	SRP150657	SRX4223187	SRR7349864	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423539&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423539&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD8+ T cells	skin	CD8+ T cell	20990140	4198028000	2018-06-26	2018-08-30		
NCBI	SRS3423538	SAMN09433011	GSM3192729	CD8_1	9606	Homo sapiens	human	SRP150657	SRX4223186	SRR7349863	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423538&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423538&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD8+ T cells	skin	CD8+ T cell	26794726	5358945200	2018-06-26	2018-08-30		
NCBI	SRS3423588	SAMN09433012	GSM3192779	Bulk_13 (107)	9606	Homo sapiens	human	SRP150657	SRX4223236	SRR7349913	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423588&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423588&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		49326365	9963925730	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423587	SAMN09433013	GSM3192778	Bulk_12 (V008)	9606	Homo sapiens	human	SRP150657	SRX4223235	SRR7349912	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423587&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423587&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		42680582	8621477564	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423586	SAMN09433014	GSM3192777	Bulk_11 (C4)	9606	Homo sapiens	human	SRP150657	SRX4223234	SRR7349911	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423586&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423586&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		41921056	8468053312	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423585	SAMN09433015	GSM3192776	Bulk_10 (C5)	9606	Homo sapiens	human	SRP150657	SRX4223233	SRR7349910	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423585&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423585&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		56039393	11319957386	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423583	SAMN09433016	GSM3192775	Bulk_9 (C6)	9606	Homo sapiens	human	SRP150657	SRX4223232	SRR7349909	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423583&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423583&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		47696361	9634664922	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423584	SAMN09433017	GSM3192774	Bulk_8 (C2)	9606	Homo sapiens	human	SRP150657	SRX4223231	SRR7349908	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423584&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423584&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		37978510	7671659020	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423581	SAMN09433018	GSM3192773	Bulk_7 (C3)	9606	Homo sapiens	human	SRP150657	SRX4223230	SRR7349907	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423581&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423581&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		37080577	7490276554	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423582	SAMN09433019	GSM3192772	Bulk_6 (C8)	9606	Homo sapiens	human	SRP150657	SRX4223229	SRR7349906	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423582&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423582&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		57738682	11663213764	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423580	SAMN09433020	GSM3192771	Bulk_5 (C15)	9606	Homo sapiens	human	SRP150657	SRX4223228	SRR7349905	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423580&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423580&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		53674824	10842314448	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423579	SAMN09433021	GSM3192770	Bulk_4 (C10)	9606	Homo sapiens	human	SRP150657	SRX4223227	SRR7349904	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423579&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423579&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		48421593	9781161786	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423578	SAMN09433022	GSM3192769	Bulk_3 (C11)	9606	Homo sapiens	human	SRP150657	SRX4223226	SRR7349903	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423578&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423578&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		45467694	9184474188	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423574	SAMN09433023	GSM3192765	Teff_8	9606	Homo sapiens	human	SRP150657	SRX4223222	SRR7349899	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423574&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423574&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD4+ T effectors	skin	CD4+ T effector	45296577	9059315400	2018-06-26	2018-08-30		
NCBI	SRS3423573	SAMN09433024	GSM3192764	Teff_7	9606	Homo sapiens	human	SRP150657	SRX4223221	SRR7349898	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423573&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423573&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD4+ T effectors	skin	CD4+ T effector	26750531	5350106200	2018-06-26	2018-08-30		
NCBI	SRS3423572	SAMN09433025	GSM3192763	Teff_6	9606	Homo sapiens	human	SRP150657	SRX4223220	SRR7349897	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423572&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423572&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD4+ T effectors	skin	CD4+ T effector	25270712	5054142400	2018-06-26	2018-08-30		
NCBI	SRS3423571	SAMN09433026	GSM3192762	Teff_5	9606	Homo sapiens	human	SRP150657	SRX4223219	SRR7349896	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423571&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423571&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD4+ T effectors	skin	CD4+ T effector	21177680	4235536000	2018-06-26	2018-08-30		
NCBI	SRS3423570	SAMN09433027	GSM3192761	Teff_4	9606	Homo sapiens	human	SRP150657	SRX4223218	SRR7349895	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423570&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423570&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	CD4+ T effectors	skin	CD4+ T effector	20790235	4158047000	2018-06-26	2018-08-30		
NCBI	SRS3423577	SAMN09433028	GSM3192768	Bulk_2 (C12)	9606	Homo sapiens	human	SRP150657	SRX4223225	SRR7349902	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423577&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423577&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		48325575	9761766150	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423576	SAMN09433029	GSM3192767	Bulk_1 (C13)	9606	Homo sapiens	human	SRP150657	SRX4223224	SRR7349901	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423576&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423576&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Bulk controls (Normal Skin)	skin		43484681	8783905562	2018-06-26	2018-06-26	healthy control	
NCBI	SRS3423566	SAMN09433030	GSM3192757	KC_9	9606	Homo sapiens	human	SRP150657	SRX4223214	SRR7349891	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423566&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423566&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	27273655	5454731000	2018-06-26	2018-08-30		
NCBI	SRS3423565	SAMN09433031	GSM3192756	KC_8	9606	Homo sapiens	human	SRP150657	SRX4223213	SRR7349890	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423565&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423565&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	28996964	5799392800	2018-06-26	2018-08-30		
NCBI	SRS3423564	SAMN09433032	GSM3192755	KC_7	9606	Homo sapiens	human	SRP150657	SRX4223212	SRR7349889	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423564&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423564&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	21999006	4399801200	2018-06-26	2018-08-30		
NCBI	SRS3423563	SAMN09433033	GSM3192754	KC_6	9606	Homo sapiens	human	SRP150657	SRX4223211	SRR7349888	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423563&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423563&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	28574320	5714864000	2018-06-26	2018-08-30		
NCBI	SRS3423562	SAMN09433034	GSM3192753	KC_5	9606	Homo sapiens	human	SRP150657	SRX4223210	SRR7349887	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423562&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423562&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	30349015	6069803000	2018-06-26	2018-08-30		
NCBI	SRS3423561	SAMN09433035	GSM3192752	KC_4	9606	Homo sapiens	human	SRP150657	SRX4223209	SRR7349886	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423561&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423561&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	24344434	4868886800	2018-06-26	2018-08-30		
NCBI	SRS3423560	SAMN09433036	GSM3192751	KC_3	9606	Homo sapiens	human	SRP150657	SRX4223208	SRR7349885	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423560&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423560&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	20848552	4169710400	2018-06-26	2018-08-30		
NCBI	SRS3423559	SAMN09433037	GSM3192750	KC_2	9606	Homo sapiens	human	SRP150657	SRX4223207	SRR7349884	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423559&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423559&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	21878257	4375651400	2018-06-26	2018-08-30		
NCBI	SRS3423558	SAMN09433038	GSM3192749	KC_1	9606	Homo sapiens	human	SRP150657	SRX4223206	SRR7349883	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423558&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423558&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	18529945	3705989000	2018-06-26	2018-08-30		
NCBI	SRS3423557	SAMN09433039	GSM3192748	KC_11	9606	Homo sapiens	human	SRP150657	SRX4223205	SRR7349882	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423557&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423557&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	35690830	7138166000	2018-06-26	2018-08-30		
NCBI	SRS3423556	SAMN09433040	GSM3192747	KC_10	9606	Homo sapiens	human	SRP150657	SRX4223204	SRR7349881	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423556&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423556&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Keratinocytes	skin	Keratinocyte	42071783	8414356600	2018-06-26	2018-08-30		
NCBI	SRS3423555	SAMN09433041	GSM3192746	DC_9	9606	Homo sapiens	human	SRP150657	SRX4223203	SRR7349880	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423555&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423555&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Dendritic cells	skin	Dendritic cell	30263278	6052655600	2018-06-26	2018-08-30		
NCBI	SRS3423554	SAMN09433042	GSM3192745	DC_8	9606	Homo sapiens	human	SRP150657	SRX4223202	SRR7349879	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423554&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423554&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Dendritic cells	skin	Dendritic cell	38963703	7792740600	2018-06-26	2018-08-30		
NCBI	SRS3423553	SAMN09433043	GSM3192744	DC_7	9606	Homo sapiens	human	SRP150657	SRX4223201	SRR7349878	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423553&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423553&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Dendritic cells	skin	Dendritic cell	38404321	7680864200	2018-06-26	2018-08-30		
NCBI	SRS3423552	SAMN09433044	GSM3192743	DC_6	9606	Homo sapiens	human	SRP150657	SRX4223200	SRR7349877	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423552&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423552&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Dendritic cells	skin	Dendritic cell	21035113	4207022600	2018-06-26	2018-08-30		
NCBI	SRS3423551	SAMN09433045	GSM3192742	DC_5	9606	Homo sapiens	human	SRP150657	SRX4223199	SRR7349876	SRA723020	E-GEOD-115898	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423551&result=read_run&fields=run_accession,fastq_ftp,fastq_md5,fastq_bytes	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRS3423551&result=read_run&fields=run_accession,submitted_ftp,submitted_md5,submitted_bytes,submitted_format	Dendritic cells	skin	Dendritic cell	33859663	6771932600	2018-06-26	2018-08-30		
